iter	RMSE
0	0.164687208
1	0.1584674416
2	0.152891519
3	0.1476073738
4	0.1421114895
5	0.1374517457
6	0.1329310132
7	0.1286798157
8	0.1245622092
9	0.120574706
10	0.1166793975
11	0.1134182361
12	0.1101881309
13	0.1066735037
14	0.1034694701
15	0.1005464687
16	0.09752706272
17	0.09486103041
18	0.09233186083
19	0.08978349988
20	0.08741617639
21	0.08518504736
22	0.08300652995
23	0.08090550559
24	0.07895321908
25	0.07701088329
26	0.07501518647
27	0.07319857071
28	0.07174366584
29	0.07047830684
30	0.06886611033
31	0.06733052124
32	0.0660551534
33	0.06482975495
34	0.06353456179
35	0.06225236376
36	0.06124992674
37	0.06008873609
38	0.0588887954
39	0.05779427186
40	0.0568622013
41	0.05593200055
42	0.05514138338
43	0.05429137272
44	0.0534590437
45	0.05259789335
46	0.05180881183
47	0.05118487862
48	0.05049624977
49	0.04983348949
50	0.04929004127
51	0.04876840234
52	0.04820324197
53	0.04765265901
54	0.04718454778
55	0.04663830196
56	0.04605850364
57	0.0455766108
58	0.04512832774
59	0.04466290095
60	0.04420062983
61	0.04382210423
62	0.04342774804
63	0.04301444834
64	0.04265979577
65	0.04231950634
66	0.04203969918
67	0.04170003613
68	0.04131788206
69	0.04099444604
70	0.04070964341
71	0.04044737702
72	0.04013745394
73	0.03986777229
74	0.03960767556
75	0.03928413691
76	0.03903800975
77	0.03876993603
78	0.03854842343
79	0.03826419916
80	0.03808531833
81	0.03790415646
82	0.03768616522
83	0.03744007182
84	0.03725609027
85	0.0369977814
86	0.03680590353
87	0.03660065242
88	0.03640545829
89	0.03622046301
90	0.03607673398
91	0.03589711746
92	0.03569737661
93	0.0355281059
94	0.03541629702
95	0.03524887045
96	0.03509898197
97	0.03492873226
98	0.03477509657
99	0.03461817707
100	0.03447168944
101	0.03435214618
102	0.03421853774
103	0.03408307485
104	0.03396443975
105	0.03382708185
106	0.0336989878
107	0.03357488804
108	0.03348173429
109	0.0333788658
110	0.03329604863
111	0.03318263538
112	0.032949634
113	0.03284751928
114	0.03275657292
115	0.03264729132
116	0.03251459902
117	0.03238764302
118	0.03229813776
119	0.03217663574
120	0.03210250317
121	0.03202757429
122	0.0319291433
123	0.03181814453
124	0.03173778049
125	0.0316727543
126	0.03160473366
127	0.0314190347
128	0.03131839817
129	0.03124269879
130	0.03112557377
131	0.03104203393
132	0.03085078115
133	0.03077391952
134	0.03068301484
135	0.03048679228
136	0.0303481945
137	0.03024464163
138	0.03017596161
139	0.03010759704
140	0.03003765593
141	0.02998656887
142	0.02990983747
143	0.02984857021
144	0.02977226196
145	0.02970383964
146	0.02961990994
147	0.02953155025
148	0.02943123145
149	0.0293875358
150	0.02931068241
151	0.02916671209
152	0.02908251879
153	0.02902625206
154	0.02894135109
155	0.02883124103
156	0.02872111584
157	0.02864983531
158	0.02858462732
159	0.02851525991
160	0.02836418226
161	0.02829856736
162	0.02822894466
163	0.02816899236
164	0.02812807678
165	0.02808738508
166	0.02802085888
167	0.02795282366
168	0.02787500848
169	0.02781570675
170	0.02775570674
171	0.02770540608
172	0.027655244
173	0.02759906457
174	0.02754430672
175	0.02749195655
176	0.02745295612
177	0.02740040309
178	0.02733396077
179	0.02728697701
180	0.02724205669
181	0.02716683869
182	0.02710130743
183	0.02705692701
184	0.02701500139
185	0.02697167834
186	0.02693382802
187	0.02690288282
188	0.02683966703
189	0.02672850467
190	0.02668146378
191	0.02663771506
192	0.02660162026
193	0.02653577274
194	0.02647543357
195	0.02642858528
196	0.0263758048
197	0.02634224699
198	0.02629637298
199	0.02624079873
200	0.02619295639
201	0.02612887898
202	0.02609015268
203	0.02606586281
204	0.02599165818
205	0.0259555407
206	0.02592423543
207	0.0258932513
208	0.02585888467
209	0.02582336568
210	0.02575658555
211	0.02570493191
212	0.02567032542
213	0.02561159408
214	0.02556919035
215	0.02553352096
216	0.02545059334
217	0.02541124134
218	0.02536518554
219	0.02529381741
220	0.02525780384
221	0.02522338151
222	0.02513797297
223	0.02510765431
224	0.02507812769
225	0.02505175198
226	0.02499155348
227	0.02496434253
228	0.02492872481
229	0.02488528802
230	0.02483915911
231	0.02480366917
232	0.02477647582
233	0.02473093761
234	0.02470111708
235	0.02463715471
236	0.02461316054
237	0.02456609421
238	0.02453594965
239	0.02449306762
240	0.02445983021
241	0.02442899063
242	0.02439404159
243	0.02432745036
244	0.0242856067
245	0.0242481824
246	0.02421408084
247	0.02417857416
248	0.02415046925
249	0.02412590462
250	0.0240944052
251	0.02407242885
252	0.02403591695
253	0.0240032845
254	0.02397267068
255	0.02393528706
256	0.02390283465
257	0.02387590811
258	0.02385428511
259	0.02381437051
260	0.02379520245
261	0.02375167606
262	0.02370248685
263	0.02367863662
264	0.02365624262
265	0.02363437183
266	0.02361448093
267	0.02357754786
268	0.02354450874
269	0.02350529927
270	0.02346442679
271	0.02342456718
272	0.02339743095
273	0.02337805564
274	0.02332798728
275	0.02330084541
276	0.02325528433
277	0.02322813299
278	0.02319680791
279	0.02317448584
280	0.02315097753
281	0.02313020468
282	0.02311172087
283	0.02309849543
284	0.02307902463
285	0.02305804595
286	0.0230164905
287	0.02298751914
288	0.02293049207
289	0.02291024711
290	0.02288332394
291	0.02286066366
292	0.02284062492
293	0.02281227872
294	0.02279014842
295	0.02276271357
296	0.02274593359
297	0.0227212417
298	0.02268962908
299	0.02262342821
300	0.02260536517
301	0.02256419329
302	0.02254539136
303	0.02252128533
304	0.02247385423
305	0.02242876032
306	0.02241352835
307	0.02238814604
308	0.02237604675
309	0.02232639054
310	0.02231034096
311	0.02229025955
312	0.02227663088
313	0.02225133797
314	0.02223126713
315	0.02221027447
316	0.02217600646
317	0.02216081549
318	0.02213409321
319	0.02209914702
320	0.02207350914
321	0.02205734297
322	0.02202011271
323	0.02198492327
324	0.02196100483
325	0.02194086479
326	0.02192656479
327	0.02191332609
328	0.02188570132
329	0.02186937486
330	0.02184108228
331	0.02182788562
332	0.021800698
333	0.02178095188
334	0.02176379693
335	0.02174867077
336	0.02172412533
337	0.02168474015
338	0.02167063835
339	0.02163786382
340	0.02159510763
341	0.02158259378
342	0.0215707501
343	0.02155078345
344	0.02152221702
345	0.02148376613
346	0.02145507852
347	0.0214286392
348	0.02141224038
349	0.02139321391
350	0.02136986773
351	0.0213471674
352	0.02132874005
353	0.02128878606
354	0.02127020191
355	0.02124214574
356	0.02120315634
357	0.02117965697
358	0.02116503136
359	0.02113850761
360	0.02109856809
361	0.02107562161
362	0.021052426
363	0.02100820724
364	0.02098837869
365	0.02096262774
366	0.02094344087
367	0.02092709823
368	0.02091132755
369	0.02088638969
370	0.02085264428
371	0.0208384638
372	0.02082366778
373	0.02080614904
374	0.02078084703
375	0.02076032621
376	0.02074236908
377	0.020721746
378	0.02070382293
379	0.02069373837
380	0.02067911986
381	0.02066815612
382	0.02065077953
383	0.02062723584
384	0.02060879929
385	0.02058558326
386	0.02056719481
387	0.02054750912
388	0.02052561209
389	0.02051257252
390	0.02048551021
391	0.02046550361
392	0.0204448407
393	0.02042462713
394	0.0204052454
395	0.02036932537
396	0.02034873246
397	0.02031603927
398	0.02029721532
399	0.02027242995
400	0.02024728168
401	0.02023210453
402	0.02021441824
403	0.02019778649
404	0.02016213077
405	0.02014282497
406	0.02011585522
407	0.02009759277
408	0.02007175982
409	0.02004447618
410	0.02002760087
411	0.02000684183
412	0.01999070114
413	0.01997253661
414	0.01996314099
415	0.01994779745
416	0.01992731781
417	0.01990273212
418	0.01987717134
419	0.01986246628
420	0.01984548504
421	0.01982789271
422	0.01981521676
423	0.01979613249
424	0.01977663713
425	0.01974920654
426	0.01973590786
427	0.01970478333
428	0.0196731385
429	0.01964590688
430	0.01963267243
431	0.01961883901
432	0.01959037673
433	0.0195766623
434	0.01956388409
435	0.01954858015
436	0.01952228736
437	0.01950226382
438	0.01948722746
439	0.01947293294
440	0.01945475834
441	0.01944450666
442	0.01943273373
443	0.01941444945
444	0.01938833232
445	0.01937327484
446	0.01936390036
447	0.01935423751
448	0.01933772574
449	0.01931630586
450	0.01930297395
451	0.01929726077
452	0.01928406358
453	0.0192649243
454	0.01924899089
455	0.01923544538
456	0.01922549131
457	0.01920964852
458	0.01918299857
459	0.01916997521
460	0.0191590082
461	0.01914211655
462	0.01912557889
463	0.01910640706
464	0.01909775471
465	0.01908532554
466	0.0190627437
467	0.01904110874
468	0.01902648314
469	0.01901579807
470	0.01899550863
471	0.01897728683
472	0.01896297984
473	0.01894679661
474	0.01893012808
475	0.01891433287
476	0.01889880358
477	0.01888509376
478	0.01885656575
479	0.01884343458
480	0.01882824977
481	0.01881631234
482	0.01880309898
483	0.01878998313
484	0.01877876523
485	0.01876607081
486	0.01875669754
487	0.01874625463
488	0.01872652674
489	0.01871432938
490	0.01870115935
491	0.018690478
492	0.01867870994
493	0.01866219497
494	0.01863611297
495	0.01861363061
496	0.01860356579
497	0.0185915742
498	0.01857759589
499	0.01856209701
